City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,orchard mesa,39.043,-108.5523,-5.53,39,100,5.14,US,1737390940
1,guangyuan,32.442,105.823,8.21,81,49,0.79,CN,1737390941
2,san antonio de pale,-1.4014,5.6325,26.36,82,89,5.36,GQ,1737390942
3,horqueta,-23.3428,-57.0597,33.74,41,99,1.96,PY,1737390943
4,bredasdorp,-34.5322,20.0403,20.26,55,67,5.5,ZA,1737390944
5,ambon,-3.6954,128.1814,28.26,95,40,0.51,ID,1737390945
6,cockburn town,21.4612,-71.1419,26.98,83,40,6.17,TC,1737390947
7,kutum,14.2,24.6667,23.95,17,29,4.25,SD,1737390948
8,east london,-33.0153,27.9116,23.52,83,40,4.63,ZA,1737390949
9,yellowknife,62.456,-114.3525,-19.77,92,75,6.71,CA,1737390950
10,port mathurin,-19.6833,63.4167,26.52,77,52,9.15,MU,1737390951
11,ciudad lazaro cardenas,17.9583,-102.2,27.73,62,95,1.42,MX,1737390953
12,waitangi,-43.9535,-176.5597,12.68,92,86,0.45,NZ,1737390954
13,vila franca do campo,37.7167,-25.4333,14.23,86,84,8.87,PT,1737390956
14,wolfen,51.6667,12.2833,2.34,70,91,2.98,DE,1737390957
15,blackmans bay,-43.0167,147.3167,14.85,88,1,1.11,AU,1737390958
16,mutuali,-14.8706,37.0044,22.47,92,100,1.39,MZ,1737390959
17,tiksi,71.6872,128.8694,-26.69,98,100,1.74,RU,1737390960
18,durazno,-33.4131,-56.5006,23.97,69,40,5.66,UY,1737390859
19,iqaluit,63.7506,-68.5145,-13.15,72,75,2.06,CA,1737390820
20,adamstown,-25.066,-130.1015,24.17,78,25,5.6,PN,1737390963
21,sisimiut,66.9395,-53.6735,-2.24,86,100,7.67,GL,1737390964
22,jijiga,9.35,42.8,17.57,36,59,4.2,ET,1737390966
23,lebu,-37.6167,-73.65,17.89,65,100,4.07,CL,1737390967
24,minas de marcona,-15.2119,-75.1103,22.3,56,78,6.43,PE,1737390968
25,remire-montjoly,4.9167,-52.2667,27.02,89,75,4.12,GF,1737390969
26,aasiaat,68.7098,-52.8699,0.23,66,100,11.5,GL,1737390970
27,port-aux-francais,-49.35,70.2167,5.82,78,45,13.29,TF,1737390971
28,hammerfest,70.6634,23.6821,-5.75,63,75,4.12,NO,1737390972
29,hollymead,38.1171,-78.4417,-1.9,47,0,3.09,US,1737390973
30,bethel,41.3712,-73.414,-4.43,57,0,4.12,US,1737390974
31,at taj,24.2049,23.2857,23.17,15,100,2.83,LY,1737390975
32,papatowai,-46.5619,169.4708,12.62,78,100,1.31,NZ,1737390977
33,puerto natales,-51.7236,-72.4875,14.25,72,100,3.6,CL,1737390867
34,mazagao,-0.115,-51.2894,30.36,57,79,2.41,BR,1737390980
35,ust-tsilma,65.441,52.1498,-32.21,100,95,1.31,RU,1737390981
36,waingapu,-9.6567,120.2641,26.27,83,100,2.96,ID,1737390982
37,hamilton,39.1834,-84.5333,-11.34,57,0,4.63,US,1737390983
38,tokar,18.4254,37.729,24.86,65,99,5.75,SD,1737390984
39,grytviken,-54.2811,-36.5092,2.01,76,59,5.68,GS,1737390985
40,port macquarie,-31.4333,152.9167,17.26,91,59,0.45,AU,1737390986
41,llanes,43.4198,-4.7549,11.98,73,44,2.39,ES,1737390988
42,ishigaki,24.3448,124.1572,17.07,67,75,3.6,JP,1737390989
43,albany,42.6001,-73.9662,-8.93,66,2,1.79,US,1737390990
44,ilulissat,69.2167,-51.1,1.01,51,75,7.72,GL,1737390991
45,qaqortoq,60.7167,-46.0333,-2.09,77,100,7.4,GL,1737390992
46,soe,-9.8607,124.284,19.42,96,100,0.51,ID,1737390993
47,san patricio,28.017,-97.5169,2.97,53,79,6.93,US,1737390994
48,mahibadhoo,3.7833,72.9667,27.04,82,100,4.31,MV,1737390995
49,thompson,55.7435,-97.8558,-30.91,69,75,5.66,CA,1737390996
50,whitehorse,60.7161,-135.0538,-1.57,80,75,12.35,CA,1737390997
51,dzhangala,49.2167,50.3333,0.2,97,100,8.08,KZ,1737390999
52,dwarka,22.2394,68.9678,21.4,65,0,4.45,IN,1737391000
53,dabat,12.9842,37.765,15.73,22,15,0.85,ET,1737391001
54,olonkinbyen,70.9221,-8.7187,-5.61,60,100,7.25,SJ,1737391002
55,stanley,54.868,-1.6985,5.01,94,75,3.09,GB,1737391003
56,georgetown,5.4112,100.3354,27.96,72,20,2.57,MY,1737390996
57,kingscliff,-28.2667,153.5667,21.08,88,100,2.06,AU,1737391005
58,klyuchi,52.2667,79.1667,-3.6,91,100,6.51,RU,1737391006
59,nemuro,43.3236,145.575,0.27,80,81,7.91,JP,1737391007
60,saipan,15.1355,145.701,26.47,88,88,1.79,MP,1737391008
61,hemsby,52.6971,1.6918,4.13,86,100,4.02,GB,1737391011
62,ribeira grande,38.5167,-28.7,16.22,72,40,15.65,PT,1737391012
63,edinburgh of the seven seas,-37.0676,-12.3116,18.29,92,100,5.91,SH,1737391013
64,susuman,62.7833,148.1667,-44.81,100,92,0.31,RU,1737391014
65,luanda,-8.8368,13.2343,27.0,69,75,5.66,AO,1737391015
66,sinop,41.7711,34.8709,1.87,83,7,2.68,TR,1737391016
67,lagoa,39.05,-27.9833,14.67,79,48,14.95,PT,1737391017
68,el burgo de osma,41.5862,-3.0652,4.12,92,100,2.24,ES,1737390952
69,inhambane,-23.865,35.3833,26.97,75,1,5.11,MZ,1737391020
70,puerto ayora,-0.7393,-90.3518,25.86,90,18,3.13,EC,1737391021
71,nabire,-3.3667,135.4833,24.07,94,100,1.38,ID,1737391022
72,lihue,21.9789,-159.3672,22.77,64,100,5.66,US,1737391023
73,talnakh,69.4865,88.3972,-42.53,99,58,1.38,RU,1737390810
74,broken hill,-31.95,141.4333,29.19,20,93,4.99,AU,1737391025
75,carbonear,47.7332,-53.2148,12.35,97,92,10.26,CA,1737391026
76,avarua,-21.2078,-159.775,27.03,89,40,2.57,CK,1737391027
77,canto do buriti,-8.11,-42.9444,30.11,55,94,1.04,BR,1737390872
78,fale old settlement,-9.3852,-171.2468,28.51,72,77,6.31,TK,1737391030
79,badger,64.8,-147.5333,-4.93,91,100,0.0,US,1737391031
80,bilibino,68.0546,166.4372,-34.16,100,100,1.33,RU,1737390737
81,cotonou,6.3654,2.4183,29.99,70,20,4.63,BJ,1737391033
82,usinsk,65.9939,57.5281,-18.95,79,100,7.12,RU,1737391034
83,ushuaia,-54.8,-68.3,12.81,58,75,6.17,AR,1737390923
84,akureyri,65.6835,-18.0878,-0.04,93,100,4.63,IS,1737391039
85,sturgis,41.7992,-85.4192,-13.29,69,0,7.2,US,1737391040
86,wurtulla,-26.7568,153.1256,21.7,85,23,2.16,AU,1737391041
87,melfort,52.8667,-104.6177,-30.93,69,8,4.63,CA,1737391042
88,wailua homesteads,22.0669,-159.378,22.44,94,100,5.66,US,1737391043
89,hawaiian paradise park,19.5933,-154.9731,18.28,82,20,2.57,US,1737391044
90,praia,14.9215,-23.5087,23.35,61,93,5.59,CV,1737391045
91,kerouane,9.2667,-9.0167,33.8,12,14,2.28,GN,1737391046
92,gaspe,48.8334,-64.4819,-7.88,73,100,5.14,CA,1737391047
93,invercargill,-46.4,168.35,11.68,90,100,1.79,NZ,1737391051
94,chibougamau,49.9168,-74.3659,-28.21,76,75,4.12,CA,1737391052
95,viitasaari,63.0667,25.8667,-8.1,76,88,1.88,FI,1737391053
96,port elizabeth,-33.918,25.5701,21.29,95,75,3.6,ZA,1737390998
97,almeirim,-1.5233,-52.5817,31.8,50,100,2.15,BR,1737391055
98,petropavlovsk-kamchatsky,53.0452,158.6483,-10.67,79,75,3.0,RU,1737391056
99,sosnytsya,51.5239,32.4999,2.1,83,38,2.55,UA,1737391058
100,iskateley,67.6803,53.1512,-22.7,80,100,4.44,RU,1737391059
101,ust-nera,64.5667,143.2,-30.69,97,100,2.63,RU,1737391060
102,emerald,-23.5333,148.1667,22.41,83,42,3.71,AU,1737391061
103,hermanus,-34.4187,19.2345,21.0,60,46,8.15,ZA,1737391062
104,punta arenas,-53.15,-70.9167,11.06,76,75,5.14,CL,1737390606
105,pacific grove,36.6177,-121.9166,8.54,70,0,2.24,US,1737391064
106,la passe,45.5549,-0.8967,7.65,80,30,3.1,FR,1737391065
107,luganville,-15.5333,167.1667,26.13,88,68,2.62,VU,1737391066
108,tateyama,34.9833,139.8667,8.96,87,75,4.63,JP,1737391068
109,kiruna,67.8557,20.2251,-20.49,77,20,1.54,SE,1737391069
110,mpika,-11.8343,31.4529,17.24,89,100,0.85,ZM,1737391070
111,bodaybo,57.8506,114.1933,-15.49,92,99,2.37,RU,1737391071
112,kruisfontein,-34.0033,24.7314,20.15,74,96,4.65,ZA,1737391072
113,labrador city,52.9463,-66.9114,-24.34,59,100,4.92,CA,1737391073
114,mahina,-17.5065,-149.489,23.87,78,0,1.03,PF,1737391074
115,gambela,8.25,34.5833,33.88,17,41,0.47,ET,1737391075
116,tazacorte,28.629,-17.9293,21.54,74,20,4.63,ES,1737391076
117,singkawang,0.9,109.0,24.47,93,100,1.79,ID,1737391077
118,isafjordur,66.0755,-23.124,0.02,86,100,10.8,IS,1737391079
119,kapuskasing,49.4169,-82.4331,-29.95,69,0,3.6,CA,1737391080
120,kirishi,59.4471,32.0205,-5.09,76,23,2.52,RU,1737391081
121,crane,31.3974,-102.3501,-0.79,32,0,8.51,US,1737391082
122,vadso,70.0744,29.7487,-7.91,79,75,8.75,NO,1737391083
123,margaret river,-33.95,115.0667,20.93,81,91,4.79,AU,1737391084
124,kodiak,57.79,-152.4072,1.73,93,0,3.09,US,1737391085
125,udachny,66.4167,112.4,-26.84,97,100,2.04,RU,1737391086
126,langepas,61.2544,75.2124,-5.92,95,100,5.12,RU,1737391087
127,shakawe,-18.3667,21.85,22.53,88,91,2.03,BW,1737391088
128,nuuk,64.1835,-51.7216,0.34,93,100,19.55,GL,1737390978
129,tralee,52.2704,-9.7026,9.14,93,20,0.51,IE,1737391091
130,nar'yan-mar,67.6713,53.087,-22.69,80,100,4.47,RU,1737390794
131,praia da vitoria,38.7333,-27.0667,16.14,77,75,13.72,PT,1737391094
132,thunder bay,48.4001,-89.3168,-29.01,57,20,4.63,CA,1737390667
133,malakanagiri,18.35,81.9,17.11,26,2,0.94,IN,1737391096
134,saint-denis,48.9167,2.3333,0.6,95,100,2.57,FR,1737391097
135,west island,-12.1568,96.8225,26.99,78,75,7.2,CC,1737391098
136,khash,28.2211,61.2158,8.65,49,88,1.3,IR,1737391100
137,ta`u,-14.2336,-169.5144,27.96,72,35,3.44,AS,1737391101
138,magistral'nyy,56.1725,107.4458,-15.06,94,83,2.47,RU,1737391102
139,auki,-8.7676,160.7034,25.1,88,99,1.42,SB,1737391103
140,arkalyk,50.2486,66.9114,-4.73,95,100,8.94,KZ,1737391104
141,mount gambier,-37.8333,140.7667,16.38,96,61,3.37,AU,1737391105
142,lata,40.1629,-8.3327,13.05,92,100,1.67,PT,1737391106
143,college,64.8569,-147.8028,-4.89,88,100,0.0,US,1737391107
144,constantia,44.1833,28.65,3.38,62,1,2.18,RO,1737391108
145,amga,60.8953,131.9608,-14.11,95,100,2.73,RU,1737391109
146,kathu,7.9178,98.3332,26.9,83,88,4.53,TH,1737391111
147,armacao de buzios,-22.7469,-41.8817,36.09,81,32,5.56,BR,1737391112
148,kas,36.2018,29.6377,14.6,71,82,1.33,TR,1737391113
149,bethanie,-26.4833,17.15,35.95,9,0,5.43,NA,1737391114
150,selfoss,63.9331,-20.9971,-3.87,78,15,5.42,IS,1737391115
151,shenjiamen,29.9576,122.298,7.91,63,12,2.28,CN,1737391116
152,sao gabriel da cachoeira,-0.1303,-67.0892,29.89,74,20,2.06,BR,1737391117
153,sargatskoye,55.6101,73.4972,0.04,94,100,6.91,RU,1737391118
154,pariquera acu,-24.715,-47.8811,37.67,34,29,4.54,BR,1737391119
155,port lincoln,-34.7333,135.8667,18.19,85,26,5.64,AU,1737391121
156,tannum sands,-23.9504,151.3693,25.94,73,40,3.09,AU,1737391122
157,sitka,57.0531,-135.33,6.94,81,100,3.6,US,1737391123
158,kone,-21.0595,164.8658,23.79,95,100,0.58,NC,1737391124
159,brandon,27.9378,-82.2859,10.53,72,0,4.02,US,1737391125
160,lompoc,34.6391,-120.4579,5.94,98,0,3.09,US,1737391126
161,nova vicosa,-17.8919,-39.3719,31.83,55,84,4.57,BR,1737391127
162,cill airne,52.05,-9.5167,9.03,93,20,0.51,IE,1737391128
163,saint-pierre,-21.3393,55.4781,26.82,83,0,1.54,RE,1737391129
164,hithadhoo,-0.6,73.0833,27.87,78,100,5.97,MV,1737391131
165,kenora,49.8167,-94.4337,-33.46,75,0,3.09,CA,1737390984
166,ludwin,51.3461,22.9058,3.18,81,0,1.54,PL,1737391133
167,jamestown,42.097,-79.2353,-11.1,78,100,5.14,US,1737390889
168,grand falls-windsor,48.9332,-55.6649,9.72,93,100,4.47,CA,1737391136
169,katsuura,35.1333,140.3,9.57,85,13,5.24,JP,1737391137
170,pul-e khumri,35.9446,68.7151,4.3,72,78,1.7,AF,1737391138
171,el charco,2.4769,-78.1105,28.01,69,20,2.24,CO,1737391140
172,coquimbo,-29.9533,-71.3436,16.85,88,100,4.12,CL,1737391141
173,magadan,59.5667,150.8,-26.59,82,2,1.65,RU,1737391142
174,poronaysk,49.2167,143.1167,-19.54,96,5,1.47,RU,1737391143
175,edna,28.9786,-96.6461,3.25,64,31,6.3,US,1737391144
176,locharbriggs,55.1034,-3.5844,5.03,99,100,1.49,GB,1737391145
177,nizhniy kuranakh,58.8353,125.4869,-11.56,89,100,3.88,RU,1737391146
178,baruun-urt,46.6806,113.2792,-14.86,79,2,1.87,MN,1737391092
179,kapa'a,22.0752,-159.319,23.18,94,100,5.66,US,1737391148
180,wewak,-3.5534,143.6268,26.64,83,100,1.07,PG,1737391150
181,cullman,34.1748,-86.8436,-7.64,45,0,5.66,US,1737390860
182,hakha,22.65,93.6167,11.03,31,0,1.76,MM,1737391152
183,al mawsil al jadidah,36.3346,43.0978,7.73,74,55,1.79,IQ,1737391154
184,longyearbyen,78.2186,15.6401,-17.09,71,75,4.63,SJ,1737391155
185,dudinka,69.4058,86.1778,-43.25,99,52,2.58,RU,1737391156
186,richland,40.7834,-82.5499,-14.65,69,0,5.66,US,1737391141
187,al buraymi,24.2509,55.7931,16.68,45,0,2.57,OM,1737391158
188,kenai,60.5544,-151.2583,1.03,95,100,4.12,US,1737391159
189,kolonia,50.9333,6.95,1.09,86,100,2.57,DE,1737390957
190,enewetak,11.3474,162.3373,27.36,76,54,9.97,MH,1737391162
191,celestun,20.8667,-90.4,23.85,74,100,5.88,MX,1737391163
192,okhotsk,59.3833,143.3,-27.24,83,14,3.14,RU,1737391164
193,wenatchee,47.4235,-120.3103,-5.08,85,0,2.06,US,1737391165
194,uturoa,-16.7333,-151.4333,27.58,74,53,8.48,PF,1737391166
195,nadym,65.5333,72.5167,-24.69,80,100,9.55,RU,1737391167
196,viedma,-40.8135,-62.9967,35.57,10,88,9.06,AR,1737391168
197,pangody,65.85,74.4859,-27.14,84,100,8.32,RU,1737391169
198,tazovsky,67.4667,78.7,-35.27,93,95,3.47,RU,1737391171
199,piripiri,-4.2733,-41.7769,30.19,58,100,1.05,BR,1737391172
200,buala,-8.145,159.5921,27.18,80,52,1.33,SB,1737391173
201,blagoveshchenka,52.8333,79.8667,-2.48,91,100,7.31,RU,1737391174
202,atafu village,-8.5421,-172.5159,28.51,73,97,6.52,TK,1737391175
203,naze,28.3667,129.4833,12.51,65,77,5.07,JP,1737391176
204,carrigaline,51.8117,-8.3986,9.86,93,75,0.51,IE,1737391177
205,box elder,41.5005,-112.8764,-8.48,49,1,4.99,US,1737391178
206,greymouth,-42.4667,171.2,13.29,95,22,2.37,NZ,1737391179
207,taruma,-22.7467,-50.5772,29.46,57,72,4.58,BR,1737391180
208,kiunga,-6.1219,141.2906,23.47,99,71,0.95,PG,1737391182
209,tocopilla,-22.092,-70.1979,22.97,72,100,4.6,CL,1737390713
210,gray,35.4167,-100.802,-6.11,38,100,3.81,US,1737391184
211,bandar-e lengeh,26.5579,54.8807,20.06,42,0,5.14,IR,1737391185
212,kourou,5.1552,-52.6478,28.58,64,28,4.1,GF,1737391186
213,tchibanga,-2.85,11.0333,23.35,95,100,1.39,GA,1737391187
214,giddings,30.1827,-96.9364,2.39,27,0,5.49,US,1737391188
215,tenno,39.9,139.9667,4.82,75,34,2.19,JP,1737391189
216,luderitz,-26.6481,15.1594,23.74,57,0,12.6,NA,1737391190
217,bay roberts,47.5999,-53.2648,12.3,97,96,4.92,CA,1737391192
218,novyy urgal,51.0736,132.5642,-25.47,100,100,0.4,RU,1737391193
219,el tambo,1.4181,-77.3968,22.34,77,20,2.57,CO,1737391194
220,lecheng,25.1238,113.3254,13.05,53,0,0.75,CN,1737391195
221,fort bragg,35.139,-79.006,3.15,39,0,3.6,US,1737391196
222,srednebelaya,50.6594,128.0106,-20.96,95,98,1.0,RU,1737391197
223,puquio,-14.7,-74.1333,15.81,49,94,5.75,PE,1737391198
224,puerto ayacucho,5.6639,-67.6236,36.41,26,3,4.28,VE,1737391199
225,kholmsk,47.0511,142.0569,-13.1,94,66,2.37,RU,1737391168
226,selkirk,50.1436,-96.8845,-31.01,75,38,2.68,CA,1737391053
227,arish,31.1316,33.7984,16.1,72,20,1.54,EG,1737391204
228,hasaki,35.7333,140.8333,11.37,72,36,4.05,JP,1737391206
229,saint-joseph,-21.3667,55.6167,26.21,81,89,4.34,RE,1737391207
230,ratnagiri,16.9833,73.3,24.47,57,0,2.63,IN,1737391158
231,senanga,-16.1167,23.2667,25.33,64,94,1.11,ZM,1737391209
232,bengkulu,-3.8004,102.2655,24.69,91,100,2.2,ID,1737391211
233,sanctuary point,-35.1114,150.629,13.52,86,98,1.42,AU,1737391212
234,okakarara,-20.5833,17.4333,27.73,41,92,3.6,NA,1737391213
235,alnashi,56.1874,52.4792,-5.62,89,95,8.8,RU,1737391214
236,brookings,44.3114,-96.7984,-23.79,64,100,9.26,US,1737391069
237,usogorsk,63.4106,48.6872,-8.97,94,100,4.17,RU,1737391216
238,zhangjiajie,29.1294,110.4783,12.04,57,89,0.49,CN,1737391217
239,polyarnyy,69.1989,33.4478,-5.31,61,100,13.61,RU,1737391219
240,igarka,67.4667,86.5833,-38.23,97,36,4.28,RU,1737391220
241,barclayville,4.6797,-8.2339,29.41,63,63,4.75,LR,1737391221
242,takayama,36.1333,137.25,2.39,98,100,1.82,JP,1737391222
243,queenstown,-31.8976,26.8753,20.39,63,44,6.47,ZA,1737391223
244,paita,-5.0892,-81.1144,24.7,65,28,5.38,PE,1737391224
245,chingirlau,51.095,54.0814,-3.21,94,100,5.86,KZ,1737391225
246,st. john's,47.5649,-52.7093,8.66,97,100,13.38,CA,1737390932
247,port-gentil,-0.7193,8.7815,22.98,94,100,6.17,GA,1737391229
248,kudahuvadhoo,2.6708,72.8944,27.17,81,69,3.19,MV,1737391230
249,banda aceh,5.5577,95.3222,25.75,84,44,4.53,ID,1737391231
250,lijiang,26.8688,100.2207,3.5,63,0,1.73,CN,1737391232
251,bejaia,36.7559,5.0843,13.6,62,40,2.06,DZ,1737391233
252,tolanaro,-25.0319,46.9987,29.04,65,20,10.8,MG,1737391234
253,fortuna,40.5982,-124.1573,1.51,100,0,5.14,US,1737391235
254,namanyere,-7.5167,31.05,16.23,93,100,1.52,TZ,1737391236
255,tura,25.5198,90.2201,15.0,59,0,1.6,IN,1737391237
256,saint-philippe,-21.3585,55.7679,26.45,82,97,5.34,RE,1737391239
257,saudarkrokur,65.7461,-19.6394,-1.09,89,96,3.18,IS,1737391240
258,mount pearl,47.5166,-52.7813,8.19,97,100,13.38,CA,1737391167
259,tual,-5.6667,132.75,28.22,75,98,1.42,ID,1737391242
260,naxos,37.1056,25.3764,15.17,36,53,7.6,GR,1737391243
261,tanout,14.9709,8.8879,29.4,13,0,3.57,NE,1737391244
262,honcho,35.6931,139.9833,9.45,79,77,4.95,JP,1737391245
263,pattani,6.75,100.4167,24.84,91,38,2.13,TH,1737391246
264,serenje,-13.2325,30.2352,17.94,93,100,1.03,ZM,1737391247
265,alotau,-10.3069,150.4462,24.87,92,46,0.41,PG,1737391248
266,nagqu,31.5,92.0,-6.86,28,0,1.08,CN,1737391250
267,kingston,17.997,-76.7936,30.65,55,20,2.57,JM,1737391019
268,egilsstadir,65.2653,-14.3948,0.95,93,100,9.26,IS,1737391253
269,vorgashor,67.5833,63.95,-25.58,84,100,3.43,RU,1737391254
270,voznesenskoye,54.89,42.7569,-3.77,81,90,5.76,RU,1737391256
271,happy valley-goose bay,53.3168,-60.3315,-16.83,78,100,7.2,CA,1737391106
272,island harbour,50.724,-1.2758,7.22,85,100,0.45,GB,1737391258
273,lamu,-2.2717,40.902,25.47,83,54,7.09,KE,1737391259
274,nuriootpa,-34.4833,139.0,17.58,61,3,2.28,AU,1737391260
275,san andres,12.5847,-81.7006,30.01,70,20,8.23,CO,1737391261
276,shiqian,27.5225,108.2281,13.18,72,99,1.21,CN,1737391262
277,khandyga,62.6667,135.6,-15.14,95,100,3.14,RU,1737391263
278,rongelap,11.1635,166.8941,26.87,75,44,11.1,MH,1737391264
279,richards bay,-28.783,32.0377,24.95,87,23,5.12,ZA,1737391266
280,betio village,1.358,172.9211,27.02,81,33,7.76,KI,1737391267
281,salamanca,40.8333,-6.0,7.84,96,100,3.0,ES,1737391268
282,ketchikan,55.3422,-131.6461,2.97,87,100,7.2,US,1737391269
283,walvis bay,-22.9575,14.5053,22.53,60,30,5.14,NA,1737391270
284,shumikha,55.2261,63.2961,-5.42,93,100,5.66,RU,1737391271
285,gadzhiyevo,69.2551,33.3362,-5.33,61,100,13.58,RU,1737391272
286,el bosque,17.0667,-92.7333,22.81,52,51,2.37,MX,1737391273
287,corinto,37.9407,22.9573,14.38,78,100,1.55,GR,1737391189
